"Data for weekly deaths (occurrences), by Health Board and location, 2015-2019",,,,,,,,,
,,,,,,,,,
week of occurrence,health board,location,year,number of deaths,,,,,
46,Grampian,Care Home,2018,27,,,,,
46,Grampian,Home / Non-institution,2018,28,,,,,
46,Grampian,Hospital,2018,54,,,,,
46,Greater Glasgow and Clyde,Care Home,2018,55,,,,,
46,Greater Glasgow and Clyde,Home / Non-institution,2018,57,,,,,
46,Greater Glasgow and Clyde,Hospital,2018,107,,,,,
46,Highland,Care Home,2018,20,,,,,
46,Highland,Home / Non-institution,2018,16,,,,,
46,Highland,Hospital,2018,20,,,,,
46,Lanarkshire,Care Home,2018,26,,,,,
46,Lanarkshire,Home / Non-institution,2018,37,,,,,
46,Lanarkshire,Hospital,2018,62,,,,,
46,Lanarkshire,Other institution,2018,3,,,,,
46,Lothian,Care Home,2018,47,,,,,
46,Lothian,Home / Non-institution,2018,35,,,,,
46,Lothian,Hospital,2018,74,,,,,
46,Orkney,Home / Non-institution,2018,2,,,,,
46,Orkney,Hospital,2018,2,,,,,
46,Shetland,Care Home,2018,1,,,,,
46,Shetland,Home / Non-institution,2018,1,,,,,
46,Shetland,Hospital,2018,2,,,,,
46,Tayside,Care Home,2018,20,,,,,
46,Tayside,Home / Non-institution,2018,31,,,,,
46,Tayside,Hospital,2018,43,,,,,
46,Western Isles,Care Home,2018,3,,,,,
46,Western Isles,Hospital,2018,1,,,,,
47,Ayrshire and Arran,Care Home,2018,12,,,,,
47,Ayrshire and Arran,Home / Non-institution,2018,24,,,,,
47,Ayrshire and Arran,Hospital,2018,37,,,,,
47,Borders,Care Home,2018,4,,,,,
47,Borders,Home / Non-institution,2018,8,,,,,
47,Borders,Hospital,2018,14,,,,,
47,Borders,Other institution,2018,4,,,,,
47,Dumfries and Galloway,Care Home,2018,7,,,,,
47,Dumfries and Galloway,Home / Non-institution,2018,13,,,,,
47,Dumfries and Galloway,Hospital,2018,17,,,,,
47,Fife,Care Home,2018,20,,,,,
47,Fife,Home / Non-institution,2018,15,,,,,
47,Fife,Hospital,2018,37,,,,,
47,Forth Valley,Care Home,2018,16,,,,,
47,Forth Valley,Home / Non-institution,2018,15,,,,,
47,Forth Valley,Hospital,2018,21,,,,,
47,Grampian,Care Home,2018,24,,,,,
47,Grampian,Home / Non-institution,2018,27,,,,,
47,Grampian,Hospital,2018,49,,,,,
47,Greater Glasgow and Clyde,Care Home,2018,53,,,,,
47,Greater Glasgow and Clyde,Home / Non-institution,2018,69,,,,,
47,Greater Glasgow and Clyde,Hospital,2018,117,,,,,
47,Highland,Care Home,2018,19,,,,,
47,Highland,Home / Non-institution,2018,20,,,,,
47,Highland,Hospital,2018,33,,,,,
47,Lanarkshire,Care Home,2018,28,,,,,
47,Lanarkshire,Home / Non-institution,2018,27,,,,,
47,Lanarkshire,Hospital,2018,72,,,,,
47,Lothian,Care Home,2018,36,,,,,
47,Lothian,Home / Non-institution,2018,46,,,,,
47,Lothian,Hospital,2018,61,,,,,
47,Orkney,Care Home,2018,1,,,,,
47,Orkney,Hospital,2018,3,,,,,
47,Shetland,Home / Non-institution,2018,1,,,,,
47,Shetland,Hospital,2018,1,,,,,
47,Tayside,Care Home,2018,17,,,,,
47,Tayside,Home / Non-institution,2018,24,,,,,
47,Tayside,Hospital,2018,38,,,,,
47,Tayside,Other institution,2018,1,,,,,
47,Western Isles,Hospital,2018,3,,,,,
48,Ayrshire and Arran,Care Home,2018,25,,,,,
48,Ayrshire and Arran,Home / Non-institution,2018,23,,,,,
48,Ayrshire and Arran,Hospital,2018,55,,,,,
48,Borders,Care Home,2018,1,,,,,
48,Borders,Home / Non-institution,2018,5,,,,,
48,Borders,Hospital,2018,14,,,,,
48,Borders,Other institution,2018,4,,,,,
48,Dumfries and Galloway,Care Home,2018,2,,,,,
48,Dumfries and Galloway,Home / Non-institution,2018,7,,,,,
48,Dumfries and Galloway,Hospital,2018,16,,,,,
48,Fife,Care Home,2018,21,,,,,
48,Fife,Home / Non-institution,2018,18,,,,,
48,Fife,Hospital,2018,42,,,,,
48,Forth Valley,Care Home,2018,17,,,,,
48,Forth Valley,Home / Non-institution,2018,16,,,,,
48,Forth Valley,Hospital,2018,28,,,,,
48,Grampian,Care Home,2018,20,,,,,
48,Grampian,Home / Non-institution,2018,30,,,,,
48,Grampian,Hospital,2018,47,,,,,
48,Greater Glasgow and Clyde,Care Home,2018,68,,,,,
48,Greater Glasgow and Clyde,Home / Non-institution,2018,78,,,,,
48,Greater Glasgow and Clyde,Hospital,2018,119,,,,,
48,Greater Glasgow and Clyde,Other institution,2018,2,,,,,
48,Highland,Care Home,2018,21,,,,,
48,Highland,Home / Non-institution,2018,28,,,,,
48,Highland,Hospital,2018,33,,,,,
48,Lanarkshire,Care Home,2018,40,,,,,
48,Lanarkshire,Home / Non-institution,2018,44,,,,,
48,Lanarkshire,Hospital,2018,61,,,,,
48,Lothian,Care Home,2018,37,,,,,
48,Lothian,Home / Non-institution,2018,49,,,,,
48,Lothian,Hospital,2018,80,,,,,
48,Lothian,Other institution,2018,2,,,,,
48,Orkney,Hospital,2018,3,,,,,
48,Shetland,Home / Non-institution,2018,1,,,,,
48,Tayside,Care Home,2018,21,,,,,
48,Tayside,Home / Non-institution,2018,21,,,,,
48,Tayside,Hospital,2018,39,,,,,
48,Tayside,Other institution,2018,1,,,,,
48,Western Isles,Care Home,2018,2,,,,,
48,Western Isles,Home / Non-institution,2018,3,,,,,
48,Western Isles,Hospital,2018,3,,,,,
49,Ayrshire and Arran,Care Home,2018,18,,,,,
49,Ayrshire and Arran,Home / Non-institution,2018,31,,,,,
49,Ayrshire and Arran,Hospital,2018,46,,,,,
49,Borders,Care Home,2018,8,,,,,
49,Borders,Home / Non-institution,2018,5,,,,,
49,Borders,Hospital,2018,20,,,,,
49,Borders,Other institution,2018,1,,,,,
49,Dumfries and Galloway,Care Home,2018,11,,,,,
49,Dumfries and Galloway,Home / Non-institution,2018,8,,,,,
49,Dumfries and Galloway,Hospital,2018,19,,,,,
49,Fife,Care Home,2018,15,,,,,
49,Fife,Home / Non-institution,2018,19,,,,,
49,Fife,Hospital,2018,47,,,,,
49,Fife,Other institution,2018,1,,,,,
49,Forth Valley,Care Home,2018,21,,,,,
49,Forth Valley,Home / Non-institution,2018,15,,,,,
49,Forth Valley,Hospital,2018,27,,,,,
49,Grampian,Care Home,2018,31,,,,,
49,Grampian,Home / Non-institution,2018,29,,,,,
49,Grampian,Hospital,2018,51,,,,,
49,Greater Glasgow and Clyde,Care Home,2018,69,,,,,
49,Greater Glasgow and Clyde,Home / Non-institution,2018,70,,,,,
49,Greater Glasgow and Clyde,Hospital,2018,127,,,,,
49,Greater Glasgow and Clyde,Other institution,2018,2,,,,,
49,Highland,Care Home,2018,23,,,,,
49,Highland,Home / Non-institution,2018,19,,,,,
49,Highland,Hospital,2018,32,,,,,
49,Lanarkshire,Care Home,2018,32,,,,,
49,Lanarkshire,Home / Non-institution,2018,45,,,,,
49,Lanarkshire,Hospital,2018,59,,,,,
49,Lanarkshire,Other institution,2018,1,,,,,
49,Lothian,Care Home,2018,47,,,,,
49,Lothian,Home / Non-institution,2018,38,,,,,
49,Lothian,Hospital,2018,53,,,,,
49,Orkney,Hospital,2018,3,,,,,
49,Shetland,Home / Non-institution,2018,1,,,,,
49,Shetland,Hospital,2018,1,,,,,
49,Tayside,Care Home,2018,17,,,,,
49,Tayside,Home / Non-institution,2018,26,,,,,
49,Tayside,Hospital,2018,33,,,,,
49,Western Isles,Care Home,2018,2,,,,,
49,Western Isles,Home / Non-institution,2018,2,,,,,
49,Western Isles,Hospital,2018,2,,,,,
50,Ayrshire and Arran,Care Home,2018,20,,,,,
50,Ayrshire and Arran,Home / Non-institution,2018,22,,,,,
50,Ayrshire and Arran,Hospital,2018,39,,,,,
50,Borders,Care Home,2018,5,,,,,
50,Borders,Home / Non-institution,2018,8,,,,,
50,Borders,Hospital,2018,15,,,,,
50,Borders,Other institution,2018,3,,,,,
50,Dumfries and Galloway,Care Home,2018,6,,,,,
50,Dumfries and Galloway,Home / Non-institution,2018,11,,,,,
50,Dumfries and Galloway,Hospital,2018,23,,,,,
50,Fife,Care Home,2018,17,,,,,
50,Fife,Home / Non-institution,2018,27,,,,,
50,Fife,Hospital,2018,37,,,,,
50,Forth Valley,Care Home,2018,12,,,,,
50,Forth Valley,Home / Non-institution,2018,18,,,,,
50,Forth Valley,Hospital,2018,32,,,,,
50,Grampian,Care Home,2018,29,,,,,
50,Grampian,Home / Non-institution,2018,35,,,,,
50,Grampian,Hospital,2018,60,,,,,
50,Greater Glasgow and Clyde,Care Home,2018,69,,,,,
50,Greater Glasgow and Clyde,Home / Non-institution,2018,77,,,,,
50,Greater Glasgow and Clyde,Hospital,2018,131,,,,,
50,Highland,Care Home,2018,20,,,,,
50,Highland,Home / Non-institution,2018,20,,,,,
50,Highland,Hospital,2018,39,,,,,
50,Lanarkshire,Care Home,2018,28,,,,,
50,Lanarkshire,Home / Non-institution,2018,41,,,,,
50,Lanarkshire,Hospital,2018,59,,,,,
50,Lothian,Care Home,2018,38,,,,,
50,Lothian,Home / Non-institution,2018,51,,,,,
50,Lothian,Hospital,2018,82,,,,,
50,Orkney,Home / Non-institution,2018,3,,,,,
50,Orkney,Hospital,2018,4,,,,,
50,Shetland,Care Home,2018,3,,,,,
50,Shetland,Hospital,2018,3,,,,,
50,Tayside,Care Home,2018,21,,,,,
50,Tayside,Home / Non-institution,2018,24,,,,,
50,Tayside,Hospital,2018,30,,,,,
50,Western Isles,Care Home,2018,2,,,,,
50,Western Isles,Hospital,2018,4,,,,,
51,Ayrshire and Arran,Care Home,2018,20,,,,,
51,Ayrshire and Arran,Home / Non-institution,2018,28,,,,,
51,Ayrshire and Arran,Hospital,2018,46,,,,,
51,Borders,Care Home,2018,3,,,,,
51,Borders,Home / Non-institution,2018,5,,,,,
51,Borders,Hospital,2018,13,,,,,
51,Borders,Other institution,2018,2,,,,,
51,Dumfries and Galloway,Care Home,2018,11,,,,,
51,Dumfries and Galloway,Home / Non-institution,2018,12,,,,,
51,Dumfries and Galloway,Hospital,2018,22,,,,,
51,Fife,Care Home,2018,23,,,,,
51,Fife,Home / Non-institution,2018,24,,,,,
51,Fife,Hospital,2018,39,,,,,
51,Forth Valley,Care Home,2018,22,,,,,
51,Forth Valley,Home / Non-institution,2018,17,,,,,
51,Forth Valley,Hospital,2018,37,,,,,
51,Forth Valley,Other institution,2018,1,,,,,
51,Grampian,Care Home,2018,35,,,,,
51,Grampian,Home / Non-institution,2018,27,,,,,
51,Grampian,Hospital,2018,67,,,,,
51,Greater Glasgow and Clyde,Care Home,2018,62,,,,,
51,Greater Glasgow and Clyde,Home / Non-institution,2018,74,,,,,
51,Greater Glasgow and Clyde,Hospital,2018,125,,,,,
51,Highland,Care Home,2018,17,,,,,
51,Highland,Home / Non-institution,2018,19,,,,,
51,Highland,Hospital,2018,37,,,,,
51,Lanarkshire,Care Home,2018,38,,,,,
51,Lanarkshire,Home / Non-institution,2018,44,,,,,
51,Lanarkshire,Hospital,2018,64,,,,,
51,Lanarkshire,Other institution,2018,1,,,,,
51,Lothian,Care Home,2018,43,,,,,
51,Lothian,Home / Non-institution,2018,34,,,,,
51,Lothian,Hospital,2018,84,,,,,
51,Orkney,Hospital,2018,4,,,,,
51,Shetland,Care Home,2018,4,,,,,
51,Shetland,Home / Non-institution,2018,1,,,,,
51,Shetland,Hospital,2018,1,,,,,
51,Tayside,Care Home,2018,24,,,,,
51,Tayside,Home / Non-institution,2018,21,,,,,
51,Tayside,Hospital,2018,44,,,,,
51,Western Isles,Care Home,2018,1,,,,,
51,Western Isles,Home / Non-institution,2018,5,,,,,
51,Western Isles,Hospital,2018,1,,,,,
52,Ayrshire and Arran,Care Home,2018,23,,,,,
52,Ayrshire and Arran,Home / Non-institution,2018,35,,,,,
52,Ayrshire and Arran,Hospital,2018,55,,,,,
52,Borders,Care Home,2018,5,,,,,
52,Borders,Home / Non-institution,2018,4,,,,,
52,Borders,Hospital,2018,14,,,,,
52,Borders,Other institution,2018,5,,,,,
52,Dumfries and Galloway,Care Home,2018,6,,,,,
52,Dumfries and Galloway,Home / Non-institution,2018,9,,,,,
52,Dumfries and Galloway,Hospital,2018,16,,,,,
52,Fife,Care Home,2018,18,,,,,
52,Fife,Home / Non-institution,2018,22,,,,,
52,Fife,Hospital,2018,49,,,,,
52,Forth Valley,Care Home,2018,15,,,,,
52,Forth Valley,Home / Non-institution,2018,21,,,,,
52,Forth Valley,Hospital,2018,34,,,,,
52,Grampian,Care Home,2018,21,,,,,
52,Grampian,Home / Non-institution,2018,39,,,,,
52,Grampian,Hospital,2018,63,,,,,
52,Greater Glasgow and Clyde,Care Home,2018,75,,,,,
52,Greater Glasgow and Clyde,Home / Non-institution,2018,95,,,,,
52,Greater Glasgow and Clyde,Hospital,2018,139,,,,,
52,Greater Glasgow and Clyde,Other institution,2018,1,,,,,
52,Highland,Care Home,2018,22,,,,,
52,Highland,Home / Non-institution,2018,24,,,,,
52,Highland,Hospital,2018,32,,,,,
52,Lanarkshire,Care Home,2018,36,,,,,
52,Lanarkshire,Home / Non-institution,2018,53,,,,,
52,Lanarkshire,Hospital,2018,80,,,,,
52,Lothian,Care Home,2018,50,,,,,
52,Lothian,Home / Non-institution,2018,48,,,,,
52,Lothian,Hospital,2018,103,,,,,
52,Orkney,Care Home,2018,2,,,,,
52,Orkney,Home / Non-institution,2018,3,,,,,
52,Orkney,Hospital,2018,1,,,,,
52,Shetland,Care Home,2018,1,,,,,
52,Shetland,Home / Non-institution,2018,1,,,,,
52,Shetland,Hospital,2018,1,,,,,
52,Tayside,Care Home,2018,27,,,,,
52,Tayside,Home / Non-institution,2018,26,,,,,
52,Tayside,Hospital,2018,54,,,,,
52,Western Isles,Care Home,2018,3,,,,,
52,Western Isles,Home / Non-institution,2018,3,,,,,
52,Western Isles,Hospital,2018,1,,,,,
01,Ayrshire and Arran,Care Home,2019,22,,,,,
01,Ayrshire and Arran,Home / Non-institution,2019,24,,,,,
01,Ayrshire and Arran,Hospital,2019,40,,,,,
01,Borders,Care Home,2019,4,,,,,
01,Borders,Home / Non-institution,2019,10,,,,,
01,Borders,Hospital,2019,10,,,,,
01,Borders,Other institution,2019,1,,,,,
01,Dumfries and Galloway,Care Home,2019,11,,,,,
01,Dumfries and Galloway,Home / Non-institution,2019,9,,,,,
01,Dumfries and Galloway,Hospital,2019,21,,,,,
01,Fife,Care Home,2019,14,,,,,
01,Fife,Home / Non-institution,2019,25,,,,,
01,Fife,Hospital,2019,32,,,,,
01,Forth Valley,Care Home,2019,24,,,,,
01,Forth Valley,Home / Non-institution,2019,21,,,,,
01,Forth Valley,Hospital,2019,29,,,,,
01,Grampian,Care Home,2019,32,,,,,
01,Grampian,Home / Non-institution,2019,34,,,,,
01,Grampian,Hospital,2019,61,,,,,
01,Greater Glasgow and Clyde,Care Home,2019,60,,,,,
01,Greater Glasgow and Clyde,Home / Non-institution,2019,79,,,,,
01,Greater Glasgow and Clyde,Hospital,2019,126,,,,,
01,Highland,Care Home,2019,12,,,,,
01,Highland,Home / Non-institution,2019,22,,,,,
01,Highland,Hospital,2019,32,,,,,
01,Lanarkshire,Care Home,2019,36,,,,,
01,Lanarkshire,Home / Non-institution,2019,49,,,,,
01,Lanarkshire,Hospital,2019,80,,,,,
01,Lothian,Care Home,2019,46,,,,,
01,Lothian,Home / Non-institution,2019,67,,,,,
01,Lothian,Hospital,2019,91,,,,,
01,Orkney,Care Home,2019,2,,,,,
01,Orkney,Home / Non-institution,2019,1,,,,,
01,Orkney,Hospital,2019,2,,,,,
01,Shetland,Care Home,2019,1,,,,,
01,Shetland,Home / Non-institution,2019,1,,,,,
01,Shetland,Hospital,2019,2,,,,,
01,Tayside,Care Home,2019,26,,,,,
01,Tayside,Home / Non-institution,2019,24,,,,,
01,Tayside,Hospital,2019,51,,,,,
01,Tayside,Other institution,2019,2,,,,,
01,Western Isles,Care Home,2019,5,,,,,
01,Western Isles,Home / Non-institution,2019,5,,,,,
01,Western Isles,Hospital,2019,6,,,,,
02,Ayrshire and Arran,Care Home,2019,18,,,,,
02,Ayrshire and Arran,Home / Non-institution,2019,35,,,,,
02,Ayrshire and Arran,Hospital,2019,46,,,,,
02,Borders,Care Home,2019,4,,,,,
02,Borders,Home / Non-institution,2019,7,,,,,
02,Borders,Hospital,2019,24,,,,,
02,Borders,Other institution,2019,2,,,,,
02,Dumfries and Galloway,Care Home,2019,6,,,,,
02,Dumfries and Galloway,Home / Non-institution,2019,11,,,,,
02,Dumfries and Galloway,Hospital,2019,29,,,,,
02,Fife,Care Home,2019,21,,,,,
02,Fife,Home / Non-institution,2019,24,,,,,
02,Fife,Hospital,2019,62,,,,,
02,Forth Valley,Care Home,2019,25,,,,,
02,Forth Valley,Home / Non-institution,2019,20,,,,,
02,Forth Valley,Hospital,2019,35,,,,,
02,Grampian,Care Home,2019,40,,,,,
02,Grampian,Home / Non-institution,2019,37,,,,,
02,Grampian,Hospital,2019,69,,,,,
02,Greater Glasgow and Clyde,Care Home,2019,69,,,,,
02,Greater Glasgow and Clyde,Home / Non-institution,2019,74,,,,,
02,Greater Glasgow and Clyde,Hospital,2019,131,,,,,
02,Highland,Care Home,2019,20,,,,,
02,Highland,Home / Non-institution,2019,21,,,,,
02,Highland,Hospital,2019,42,,,,,
02,Lanarkshire,Care Home,2019,35,,,,,
02,Lanarkshire,Home / Non-institution,2019,45,,,,,
02,Lanarkshire,Hospital,2019,91,,,,,
02,Lanarkshire,Other institution,2019,2,,,,,
02,Lothian,Care Home,2019,39,,,,,
02,Lothian,Home / Non-institution,2019,33,,,,,
02,Lothian,Hospital,2019,80,,,,,
02,Lothian,Other institution,2019,1,,,,,
02,Orkney,Home / Non-institution,2019,2,,,,,
02,Orkney,Hospital,2019,3,,,,,
02,Shetland,Care Home,2019,1,,,,,
02,Shetland,Home / Non-institution,2019,2,,,,,
02,Shetland,Hospital,2019,2,,,,,
02,Tayside,Care Home,2019,38,,,,,
02,Tayside,Home / Non-institution,2019,32,,,,,
02,Tayside,Hospital,2019,54,,,,,
02,Tayside,Other institution,2019,4,,,,,
02,Western Isles,Care Home,2019,1,,,,,
02,Western Isles,Home / Non-institution,2019,3,,,,,
02,Western Isles,Hospital,2019,2,,,,,
03,Ayrshire and Arran,Care Home,2019,19,,,,,
03,Ayrshire and Arran,Home / Non-institution,2019,25,,,,,
03,Ayrshire and Arran,Hospital,2019,53,,,,,
03,Borders,Care Home,2019,3,,,,,
03,Borders,Home / Non-institution,2019,7,,,,,
03,Borders,Hospital,2019,13,,,,,
03,Borders,Other institution,2019,2,,,,,
03,Dumfries and Galloway,Care Home,2019,10,,,,,
03,Dumfries and Galloway,Home / Non-institution,2019,11,,,,,
03,Dumfries and Galloway,Hospital,2019,25,,,,,
03,Fife,Care Home,2019,14,,,,,
03,Fife,Home / Non-institution,2019,22,,,,,
03,Fife,Hospital,2019,53,,,,,
03,Forth Valley,Care Home,2019,21,,,,,
03,Forth Valley,Home / Non-institution,2019,14,,,,,
03,Forth Valley,Hospital,2019,43,,,,,
03,Grampian,Care Home,2019,33,,,,,
03,Grampian,Home / Non-institution,2019,30,,,,,
03,Grampian,Hospital,2019,63,,,,,
03,Greater Glasgow and Clyde,Care Home,2019,51,,,,,
03,Greater Glasgow and Clyde,Home / Non-institution,2019,75,,,,,
03,Greater Glasgow and Clyde,Hospital,2019,135,,,,,
03,Highland,Care Home,2019,16,,,,,
03,Highland,Home / Non-institution,2019,28,,,,,
03,Highland,Hospital,2019,42,,,,,
03,Lanarkshire,Care Home,2019,24,,,,,
03,Lanarkshire,Home / Non-institution,2019,34,,,,,
03,Lanarkshire,Hospital,2019,78,,,,,
03,Lanarkshire,Other institution,2019,1,,,,,
03,Lothian,Care Home,2019,45,,,,,
03,Lothian,Home / Non-institution,2019,41,,,,,
03,Lothian,Hospital,2019,72,,,,,
03,Orkney,Care Home,2019,3,,,,,
03,Orkney,Home / Non-institution,2019,2,,,,,
03,Orkney,Hospital,2019,2,,,,,
03,Shetland,Care Home,2019,1,,,,,
03,Shetland,Home / Non-institution,2019,1,,,,,
03,Tayside,Care Home,2019,24,,,,,
03,Tayside,Home / Non-institution,2019,31,,,,,
03,Tayside,Hospital,2019,61,,,,,
03,Western Isles,Care Home,2019,1,,,,,
03,Western Isles,Home / Non-institution,2019,3,,,,,
03,Western Isles,Hospital,2019,3,,,,,
04,Ayrshire and Arran,Care Home,2019,26,,,,,
04,Ayrshire and Arran,Home / Non-institution,2019,29,,,,,
04,Ayrshire and Arran,Hospital,2019,45,,,,,
04,Borders,Care Home,2019,3,,,,,
04,Borders,Home / Non-institution,2019,8,,,,,
04,Borders,Hospital,2019,12,,,,,
04,Borders,Other institution,2019,2,,,,,
04,Dumfries and Galloway,Care Home,2019,5,,,,,
04,Dumfries and Galloway,Home / Non-institution,2019,10,,,,,
04,Dumfries and Galloway,Hospital,2019,15,,,,,
04,Fife,Care Home,2019,14,,,,,
04,Fife,Home / Non-institution,2019,23,,,,,
04,Fife,Hospital,2019,53,,,,,
04,Forth Valley,Care Home,2019,19,,,,,
04,Forth Valley,Home / Non-institution,2019,18,,,,,
04,Forth Valley,Hospital,2019,36,,,,,
04,Grampian,Care Home,2019,22,,,,,
04,Grampian,Home / Non-institution,2019,35,,,,,
04,Grampian,Hospital,2019,63,,,,,
04,Greater Glasgow and Clyde,Care Home,2019,73,,,,,
04,Greater Glasgow and Clyde,Home / Non-institution,2019,69,,,,,
04,Greater Glasgow and Clyde,Hospital,2019,123,,,,,
04,Highland,Care Home,2019,16,,,,,
04,Highland,Home / Non-institution,2019,30,,,,,
04,Highland,Hospital,2019,39,,,,,
04,Lanarkshire,Care Home,2019,30,,,,,
04,Lanarkshire,Home / Non-institution,2019,39,,,,,
04,Lanarkshire,Hospital,2019,83,,,,,
04,Lanarkshire,Other institution,2019,2,,,,,
04,Lothian,Care Home,2019,40,,,,,
04,Lothian,Home / Non-institution,2019,33,,,,,
04,Lothian,Hospital,2019,67,,,,,
04,Orkney,Care Home,2019,1,,,,,
04,Orkney,Home / Non-institution,2019,3,,,,,
04,Orkney,Hospital,2019,1,,,,,
04,Shetland,Care Home,2019,1,,,,,
04,Shetland,Home / Non-institution,2019,2,,,,,
04,Shetland,Hospital,2019,1,,,,,
04,Tayside,Care Home,2019,31,,,,,
04,Tayside,Home / Non-institution,2019,23,,,,,
04,Tayside,Hospital,2019,43,,,,,
04,Western Isles,Care Home,2019,4,,,,,
04,Western Isles,Home / Non-institution,2019,4,,,,,
04,Western Isles,Hospital,2019,1,,,,,
05,Ayrshire and Arran,Care Home,2019,15,,,,,
05,Ayrshire and Arran,Home / Non-institution,2019,28,,,,,
05,Ayrshire and Arran,Hospital,2019,40,,,,,
05,Ayrshire and Arran,Other institution,2019,1,,,,,
05,Borders,Care Home,2019,5,,,,,
05,Borders,Home / Non-institution,2019,3,,,,,
05,Borders,Hospital,2019,15,,,,,
05,Borders,Other institution,2019,1,,,,,
05,Dumfries and Galloway,Care Home,2019,4,,,,,
05,Dumfries and Galloway,Home / Non-institution,2019,5,,,,,
05,Dumfries and Galloway,Hospital,2019,19,,,,,
05,Fife,Care Home,2019,20,,,,,
05,Fife,Home / Non-institution,2019,29,,,,,
05,Fife,Hospital,2019,55,,,,,
05,Forth Valley,Care Home,2019,16,,,,,
05,Forth Valley,Home / Non-institution,2019,24,,,,,
05,Forth Valley,Hospital,2019,24,,,,,
05,Grampian,Care Home,2019,22,,,,,
05,Grampian,Home / Non-institution,2019,31,,,,,
05,Grampian,Hospital,2019,63,,,,,
05,Greater Glasgow and Clyde,Care Home,2019,63,,,,,
05,Greater Glasgow and Clyde,Home / Non-institution,2019,70,,,,,
05,Greater Glasgow and Clyde,Hospital,2019,134,,,,,
05,Highland,Care Home,2019,19,,,,,
05,Highland,Home / Non-institution,2019,18,,,,,
05,Highland,Hospital,2019,35,,,,,
05,Lanarkshire,Care Home,2019,31,,,,,
05,Lanarkshire,Home / Non-institution,2019,38,,,,,
05,Lanarkshire,Hospital,2019,78,,,,,
05,Lanarkshire,Other institution,2019,1,,,,,
05,Lothian,Care Home,2019,41,,,,,
05,Lothian,Home / Non-institution,2019,38,,,,,
05,Lothian,Hospital,2019,89,,,,,
05,Orkney,Home / Non-institution,2019,5,,,,,
05,Orkney,Hospital,2019,2,,,,,
05,Shetland,Home / Non-institution,2019,1,,,,,
05,Shetland,Hospital,2019,1,,,,,
05,Tayside,Care Home,2019,31,,,,,
05,Tayside,Home / Non-institution,2019,30,,,,,
05,Tayside,Hospital,2019,42,,,,,
05,Tayside,Other institution,2019,2,,,,,
05,Western Isles,Care Home,2019,4,,,,,
05,Western Isles,Home / Non-institution,2019,5,,,,,
05,Western Isles,Hospital,2019,1,,,,,
06,Ayrshire and Arran,Care Home,2019,14,,,,,
06,Ayrshire and Arran,Home / Non-institution,2019,21,,,,,
06,Ayrshire and Arran,Hospital,2019,47,,,,,
06,Borders,Care Home,2019,2,,,,,
06,Borders,Home / Non-institution,2019,5,,,,,
06,Borders,Hospital,2019,14,,,,,
06,Borders,Other institution,2019,3,,,,,
06,Dumfries and Galloway,Care Home,2019,7,,,,,
06,Dumfries and Galloway,Home / Non-institution,2019,11,,,,,
06,Dumfries and Galloway,Hospital,2019,23,,,,,
06,Fife,Care Home,2019,19,,,,,
06,Fife,Home / Non-institution,2019,22,,,,,
06,Fife,Hospital,2019,62,,,,,
06,Forth Valley,Care Home,2019,18,,,,,
06,Forth Valley,Home / Non-institution,2019,19,,,,,
06,Forth Valley,Hospital,2019,27,,,,,
06,Grampian,Care Home,2019,30,,,,,
06,Grampian,Home / Non-institution,2019,20,,,,,
06,Grampian,Hospital,2019,56,,,,,
06,Greater Glasgow and Clyde,Care Home,2019,54,,,,,
06,Greater Glasgow and Clyde,Home / Non-institution,2019,73,,,,,
06,Greater Glasgow and Clyde,Hospital,2019,145,,,,,
06,Highland,Care Home,2019,12,,,,,
06,Highland,Home / Non-institution,2019,30,,,,,
06,Highland,Hospital,2019,24,,,,,
06,Lanarkshire,Care Home,2019,34,,,,,
06,Lanarkshire,Home / Non-institution,2019,46,,,,,
06,Lanarkshire,Hospital,2019,67,,,,,
06,Lanarkshire,Other institution,2019,1,,,,,
06,Lothian,Care Home,2019,39,,,,,
06,Lothian,Home / Non-institution,2019,50,,,,,
06,Lothian,Hospital,2019,71,,,,,
06,Orkney,Home / Non-institution,2019,1,,,,,
06,Orkney,Hospital,2019,6,,,,,
06,Shetland,Care Home,2019,1,,,,,
06,Shetland,Home / Non-institution,2019,1,,,,,
06,Tayside,Care Home,2019,30,,,,,
06,Tayside,Home / Non-institution,2019,27,,,,,
06,Tayside,Hospital,2019,55,,,,,
06,Tayside,Other institution,2019,2,,,,,
06,Western Isles,Care Home,2019,4,,,,,
06,Western Isles,Home / Non-institution,2019,3,,,,,
06,Western Isles,Hospital,2019,1,,,,,
07,Ayrshire and Arran,Care Home,2019,23,,,,,
07,Ayrshire and Arran,Home / Non-institution,2019,32,,,,,
07,Ayrshire and Arran,Hospital,2019,60,,,,,
07,Ayrshire and Arran,Other institution,2019,1,,,,,
07,Borders,Care Home,2019,3,,,,,
07,Borders,Home / Non-institution,2019,7,,,,,
07,Borders,Hospital,2019,10,,,,,
07,Borders,Other institution,2019,1,,,,,
07,Dumfries and Galloway,Care Home,2019,6,,,,,
07,Dumfries and Galloway,Home / Non-institution,2019,6,,,,,
07,Dumfries and Galloway,Hospital,2019,29,,,,,
07,Fife,Care Home,2019,18,,,,,
07,Fife,Home / Non-institution,2019,23,,,,,
07,Fife,Hospital,2019,48,,,,,
07,Forth Valley,Care Home,2019,15,,,,,
